label,Left_x0,Left_y0,Left_z0,Left_x1,Left_y1,Left_z1,Left_x2,Left_y2,Left_z2,Left_x3,Left_y3,Left_z3,Left_x4,Left_y4,Left_z4,Left_x5,Left_y5,Left_z5,Left_x6,Left_y6,Left_z6,Left_x7,Left_y7,Left_z7,Left_x8,Left_y8,Left_z8,Left_x9,Left_y9,Left_z9,Left_x10,Left_y10,Left_z10,Left_x11,Left_y11,Left_z11,Left_x12,Left_y12,Left_z12,Left_x13,Left_y13,Left_z13,Left_x14,Left_y14,Left_z14,Left_x15,Left_y15,Left_z15,Left_x16,Left_y16,Left_z16,Left_x17,Left_y17,Left_z17,Left_x18,Left_y18,Left_z18,Left_x19,Left_y19,Left_z19,Left_x20,Left_y20,Left_z20,Right_x0,Right_y0,Right_z0,Right_x1,Right_y1,Right_z1,Right_x2,Right_y2,Right_z2,Right_x3,Right_y3,Right_z3,Right_x4,Right_y4,Right_z4,Right_x5,Right_y5,Right_z5,Right_x6,Right_y6,Right_z6,Right_x7,Right_y7,Right_z7,Right_x8,Right_y8,Right_z8,Right_x9,Right_y9,Right_z9,Right_x10,Right_y10,Right_z10,Right_x11,Right_y11,Right_z11,Right_x12,Right_y12,Right_z12,Right_x13,Right_y13,Right_z13,Right_x14,Right_y14,Right_z14,Right_x15,Right_y15,Right_z15,Right_x16,Right_y16,Right_z16,Right_x17,Right_y17,Right_z17,Right_x18,Right_y18,Right_z18,Right_x19,Right_y19,Right_z19,Right_x20,Right_y20,Right_z20
rock,0.859992504119873,0.8869179487228394,-1.5945349218782212e-07,0.877739667892456,0.8038326501846313,0.013271760195493698,0.8615683913230896,0.7331807017326355,0.009206855669617653,0.8218716979026794,0.6924567818641663,0.0016813469119369984,0.7836196422576904,0.679305911064148,-0.007566920947283506,0.8661154508590698,0.6998772025108337,-0.013863223604857922,0.8419535160064697,0.6041134595870972,-0.02683664858341217,0.8210946321487427,0.5407443046569824,-0.03285811096429825,0.8018096685409546,0.494638592004776,-0.0386124812066555,0.8331854343414307,0.7092406749725342,-0.02882128767669201,0.7818288803100586,0.6305391192436218,-0.04598256200551987,0.7816465497016907,0.6593154668807983,-0.0438186377286911,0.7952271103858948,0.6886297464370728,-0.0406830832362175,0.7975740432739258,0.7316288948059082,-0.04170779883861542,0.7542310953140259,0.6614471077919006,-0.05228174105286598,0.7571961879730225,0.6807006001472473,-0.04042645916342735,0.7706096768379211,0.7014560699462891,-0.03288908675312996,0.7640430331230164,0.7566241025924683,-0.05344279482960701,0.7285868525505066,0.703248143196106,-0.06310580670833588,0.7110632658004761,0.6862000226974487,-0.05994851514697075,0.6993301510810852,0.6736817359924316,-0.05745009705424309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8643677234649658,0.8419510126113892,-2.283154110216401e-09,0.872527539730072,0.7592136263847351,0.008420785889029503,0.8541728854179382,0.6884528994560242,0.0044226148165762424,0.8216297626495361,0.6408481597900391,-0.0022129048593342304,0.7884761691093445,0.6226025819778442,-0.00951575580984354,0.862392008304596,0.6536956429481506,-0.014425111003220081,0.8358991146087646,0.5636640787124634,-0.027891676872968674,0.8137267231941223,0.5082685947418213,-0.032838307321071625,0.7953089475631714,0.4676547050476074,-0.03665696084499359,0.8357139229774475,0.6683858036994934,-0.02559916488826275,0.7831237316131592,0.5941702723503113,-0.04544464871287346,0.776440441608429,0.6115661859512329,-0.04592307284474373,0.7834298014640808,0.632675051689148,-0.04310447350144386,0.8055699467658997,0.6959889531135559,-0.03518455848097801,0.756233811378479,0.6249679923057556,-0.051421791315078735,0.7513744831085205,0.6404764652252197,-0.045703381299972534,0.7587371468544006,0.6610849499702454,-0.03940673917531967,0.7765235900878906,0.7280395030975342,-0.043641604483127594,0.7358680963516235,0.6782867312431335,-0.05908095836639404,0.7060414552688599,0.6507233381271362,-0.0636516734957695,0.6828200817108154,0.6307787895202637,-0.06503383070230484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8581345677375793,0.8303184509277344,-5.021751192657575e-08,0.8690865635871887,0.7488237619400024,0.006715395022183657,0.8544731140136719,0.680877685546875,0.0017310071270912886,0.8241354823112488,0.6334603428840637,-0.004911923781037331,0.7916324138641357,0.6165016293525696,-0.01242167130112648,0.8591488599777222,0.649177610874176,-0.019021132960915565,0.8331193923950195,0.5592974424362183,-0.03367224335670471,0.8093239665031433,0.5045527219772339,-0.03949780389666557,0.788561999797821,0.46529442071914673,-0.044079869985580444,0.831630527973175,0.663849413394928,-0.029254958033561707,0.7796908617019653,0.5928854942321777,-0.050278566777706146,0.7773091793060303,0.6130790114402771,-0.050912488251924515,0.7867606282234192,0.6347423195838928,-0.04836961254477501,0.8005931973457336,0.6920208930969238,-0.03767252340912819,0.7535319328308105,0.6241387128829956,-0.05589587613940239,0.7535242438316345,0.6405820846557617,-0.0497310608625412,0.7630402445793152,0.661831796169281,-0.04292355105280876,0.771082878112793,0.7230961322784424,-0.044724926352500916,0.7322486639022827,0.6748407483100891,-0.06117597967386246,0.7068703174591064,0.6520472168922424,-0.06430283188819885,0.6861740350723267,0.6350194811820984,-0.06449705362319946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8539643883705139,0.8002273440361023,-1.88237354592502e-08,0.8610324263572693,0.7241097092628479,0.003814848605543375,0.8405592441558838,0.6506434679031372,-0.003943923395127058,0.8054455518722534,0.6029704213142395,-0.011882654391229153,0.7698781490325928,0.5822862982749939,-0.02045946754515171,0.8536319732666016,0.6166430711746216,-0.0321781188249588,0.8249349594116211,0.522800087928772,-0.04940921813249588,0.8042539358139038,0.4686950445175171,-0.054887451231479645,0.7868759632110596,0.42709437012672424,-0.05890112370252609,0.8276599645614624,0.6371938586235046,-0.04105599597096443,0.771416425704956,0.5713765621185303,-0.06449444591999054,0.7675819396972656,0.5968741178512573,-0.06352684646844864,0.777107834815979,0.615807831287384,-0.060169924050569534,0.7968435287475586,0.6684426069259644,-0.04788840562105179,0.7444929480552673,0.6024744510650635,-0.06880272179841995,0.744202196598053,0.6211546063423157,-0.0617319718003273,0.7545154094696045,0.6397827863693237,-0.053944528102874756,0.7672173976898193,0.6994810700416565,-0.053278882056474686,0.7211180925369263,0.6465277075767517,-0.07259819656610489,0.6923565864562988,0.6188324689865112,-0.07712898403406143,0.6699379682540894,0.5949783325195312,-0.07810043543577194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8564177751541138,0.8057762980461121,-1.0357901913948808e-07,0.8619962930679321,0.7277465462684631,0.004090067930519581,0.8421503901481628,0.6541861891746521,-0.0030641923658549786,0.8081352114677429,0.605323314666748,-0.010966242291033268,0.7741536498069763,0.5829552412033081,-0.019161397591233253,0.8546250462532043,0.6183813810348511,-0.030054312199354172,0.8234007358551025,0.5226293206214905,-0.04740641638636589,0.8024893403053284,0.46609917283058167,-0.053545091301202774,0.7841073274612427,0.4222870469093323,-0.05858179181814194,0.8289597034454346,0.637506365776062,-0.039526402950286865,0.7719355225563049,0.5722214579582214,-0.061427030712366104,0.7702834606170654,0.5987419486045837,-0.05949295312166214,0.7811692953109741,0.6169745326042175,-0.0566229410469532,0.7987711429595947,0.6688975095748901,-0.047303736209869385,0.7454661130905151,0.6016518473625183,-0.06709424406290054,0.74659264087677,0.6244308352470398,-0.058559224009513855,0.7586586475372314,0.6458761096000671,-0.05085769668221474,0.769158124923706,0.7006146311759949,-0.054007694125175476,0.7243434190750122,0.6465049386024475,-0.07340296357870102,0.6954085230827332,0.6178411841392517,-0.07838386297225952,0.6724870800971985,0.5936529040336609,-0.08041206747293472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8470869064331055,0.7809893488883972,-9.73591909314564e-08,0.8554128408432007,0.7035803198814392,0.006679377518594265,0.8366721868515015,0.6307418942451477,0.0009138058521784842,0.8003442883491516,0.586237370967865,-0.0057103014551103115,0.7629424333572388,0.574230432510376,-0.01304775569587946,0.8482309579849243,0.5927861928939819,-0.027503905817866325,0.8157184720039368,0.49858152866363525,-0.04412242770195007,0.7942681312561035,0.44450223445892334,-0.049479998648166656,0.7764663696289062,0.402687132358551,-0.05368047580122948,0.8230884671211243,0.6142314672470093,-0.03762243688106537,0.7636504769325256,0.5530810952186584,-0.060504250228405,0.7598730325698853,0.579541802406311,-0.05871516093611717,0.7691725492477417,0.596179723739624,-0.05539102107286453,0.7922006249427795,0.6480854153633118,-0.04578830301761627,0.7342355251312256,0.5868155360221863,-0.06712450087070465,0.7331021428108215,0.6100172400474548,-0.05969339609146118,0.7433813214302063,0.6294297575950623,-0.05209007114171982,0.761013388633728,0.6813311576843262,-0.05236976966261864,0.7148514986038208,0.6267358064651489,-0.07395798712968826,0.6859858632087708,0.5946377515792847,-0.08057165145874023,0.6634172201156616,0.5652801394462585,-0.08338350057601929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8471339344978333,0.782522439956665,-1.4285929239576944e-07,0.8537236452102661,0.7025542259216309,0.005905813537538052,0.8347887992858887,0.6303498148918152,-0.00028083761571906507,0.8004201650619507,0.5836646556854248,-0.007440929766744375,0.7667445540428162,0.5641119480133057,-0.015170642174780369,0.8473783135414124,0.5981022715568542,-0.02905816212296486,0.8162858486175537,0.5016877055168152,-0.047109611332416534,0.7971382737159729,0.445107102394104,-0.05415951833128929,0.7796938419342041,0.4002552628517151,-0.05989861115813255,0.8219103217124939,0.6183103919029236,-0.03912374749779701,0.7659686207771301,0.5529410243034363,-0.0613197460770607,0.7656992673873901,0.5821691751480103,-0.05924336239695549,0.7765423655509949,0.6007506251335144,-0.056599896401166916,0.7909531593322754,0.6504706144332886,-0.04741184413433075,0.7375216484069824,0.5839885473251343,-0.06799769401550293,0.7397070527076721,0.6082896590232849,-0.05892036110162735,0.7526485323905945,0.6306150555610657,-0.0507962591946125,0.7594918012619019,0.6815730929374695,-0.05438847467303276,0.7138981819152832,0.624283492565155,-0.07528621703386307,0.6849128007888794,0.5921354293823242,-0.08080032467842102,0.6622592806816101,0.5650155544281006,-0.08316569775342941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8454171419143677,0.7741608619689941,-1.56892483005322e-07,0.8523964881896973,0.6975590586662292,0.010793203487992287,0.8362808227539062,0.6246104836463928,0.008201627992093563,0.8031135201454163,0.5850740671157837,0.004663944244384766,0.7680181860923767,0.5752883553504944,0.0005856712232343853,0.8449272513389587,0.5811138153076172,-0.024176334962248802,0.8130385875701904,0.48598146438598633,-0.0397399440407753,0.7914614677429199,0.4300673007965088,-0.044128235429525375,0.7730943560600281,0.3878323435783386,-0.048206690698862076,0.8208725452423096,0.6020105481147766,-0.03517579659819603,0.7579668760299683,0.5369571447372437,-0.055460233241319656,0.7578425407409668,0.570936918258667,-0.04995039105415344,0.7718366384506226,0.588954508304596,-0.04456844553351402,0.7912071943283081,0.635869026184082,-0.044218625873327255,0.7321302890777588,0.5671229958534241,-0.063494473695755,0.7322722673416138,0.5937249064445496,-0.052464213222265244,0.7450373768806458,0.6136255264282227,-0.043215520679950714,0.7601789832115173,0.6686283946037292,-0.051498692482709885,0.7137402296066284,0.6122388243675232,-0.075181744992733,0.6846654415130615,0.5804777145385742,-0.08264225721359253,0.6623353958129883,0.5501898527145386,-0.08598527312278748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8387736082077026,0.7676041126251221,-1.2473984156713414e-07,0.84999680519104,0.6900808811187744,0.007754515390843153,0.83440101146698,0.617405891418457,0.0038688862696290016,0.7978596687316895,0.575995147228241,-0.0011830638395622373,0.7616609930992126,0.564257800579071,-0.006787116639316082,0.8416415452957153,0.5739695429801941,-0.022936150431632996,0.8098756670951843,0.4775354266166687,-0.03744272515177727,0.7905943393707275,0.4199149012565613,-0.0415518544614315,0.774416983127594,0.3746187686920166,-0.04519932344555855,0.8137322068214417,0.5927876830101013,-0.03274143859744072,0.7561527490615845,0.5302035212516785,-0.052409715950489044,0.7570778131484985,0.5650873184204102,-0.04801942780613899,0.7709085941314697,0.5853670239448547,-0.043241970241069794,0.7814118266105652,0.6244908571243286,-0.04070146754384041,0.7276206016540527,0.5611799359321594,-0.05885591730475426,0.7315948009490967,0.5909584164619446,-0.047316230833530426,0.7469037771224976,0.6130924820899963,-0.03763163089752197,0.7478785514831543,0.6550459265708923,-0.04737535119056702,0.704727292060852,0.5981400012969971,-0.06641283631324768,0.6779415011405945,0.5656646490097046,-0.070310577750206,0.657598078250885,0.5343276262283325,-0.07154346257448196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8388280272483826,0.7678564786911011,-1.346270153135265e-07,0.8483914136886597,0.6885800957679749,0.007035855669528246,0.8319746255874634,0.6144328117370605,0.002949480665847659,0.7957831025123596,0.5686478614807129,-0.002300791209563613,0.7613384127616882,0.5491870641708374,-0.007729588076472282,0.8426640629768372,0.5755227208137512,-0.023665757849812508,0.8107025027275085,0.47582322359085083,-0.03734663501381874,0.7922971248626709,0.4178556203842163,-0.04010468348860741,0.7766079306602478,0.37218719720840454,-0.04288974776864052,0.8147462010383606,0.5941842198371887,-0.03307124599814415,0.7582546472549438,0.5300515294075012,-0.05142853409051895,0.7593933343887329,0.563946545124054,-0.04616251215338707,0.7731946110725403,0.5826560854911804,-0.04135523736476898,0.782489538192749,0.6248305439949036,-0.040752507746219635,0.7280534505844116,0.5593650341033936,-0.05803476646542549,0.7323991060256958,0.5889474153518677,-0.046394385397434235,0.7480742335319519,0.6106922626495361,-0.03726812079548836,0.7487078905105591,0.6541063785552979,-0.04730378836393356,0.7062113285064697,0.5977866053581238,-0.06583908945322037,0.6786198616027832,0.5644915103912354,-0.07029359042644501,0.6570329070091248,0.5333141088485718,-0.07237431406974792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock,0.8336473107337952,0.7644253373146057,-1.2038076135922893e-07,0.8410042524337769,0.686320424079895,0.010430042631924152,0.8244574666023254,0.6153468489646912,0.007475478574633598,0.7883851528167725,0.5802708864212036,0.0025495586451143026,0.751833438873291,0.5713475346565247,-0.0027983966283500195,0.8333489894866943,0.5680643320083618,-0.01974264346063137,0.8039613366127014,0.4698696732521057,-0.03260277211666107,0.786696195602417,0.4131926894187927,-0.03485327586531639,0.7727881073951721,0.3680642247200012,-0.03702574968338013,0.80667644739151,0.585953950881958,-0.030645402148365974,0.7516138553619385,0.5254628658294678,-0.04876673221588135,0.7495941519737244,0.557957649230957,-0.044472869485616684,0.7610858678817749,0.5771769285202026,-0.04003870487213135,0.7756516337394714,0.61663818359375,-0.039504315704107285,0.7219715118408203,0.5547525882720947,-0.056522395461797714,0.723351776599884,0.583204448223114,-0.04662910848855972,0.736251175403595,0.6030635833740234,-0.038417086005210876,0.7436138987541199,0.6467728018760681,-0.046784937381744385,0.6983062028884888,0.5923863053321838,-0.06459774076938629,0.6707543730735779,0.5607187747955322,-0.06873679161071777,0.6502647399902344,0.5292167067527771,-0.07029295712709427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
